date,open,high,low,close,volume
02/07/2013,118.255,121.89,115.5,117.82,12064100
03/07/2013,118,119.25,114.27,115.24,4806700
05/07/2013,118.32,120.28,115.7,120.09,6818700
08/07/2013,121.37,122.1799,118.82,121.61,7814200
09/07/2013,124.64,125.32,121.91,123.45,8603300
10/07/2013,123.19,123.25,120.79,122.27,5600100
11/07/2013,124.88,126.09,122.35,125.61,7483600
12/07/2013,125.5,129.94,124.51,129.9,11344000
15/07/2013,133.03,133.259,126.82,127.26,9922400
16/07/2013,126.28,126.32,107.3,109.05,32371900
17/07/2013,106.52,121.62,104.5,120.25,26029000
18/07/2013,120.97,122.73,116.18,119.03,11398100
19/07/2013,118.5,120.55,116.51,119.68,5890300
22/07/2013,119.89,126.68,119.88,122.43,9797800
23/07/2013,124,125.56,121.82,122.74,7736400
24/07/2013,124.47,124.5,119.56,121.7,6869000
25/07/2013,120.4,124.75,120.19,124.07,5284300
26/07/2013,128.14,130.68,126.61,129.39,9633100
29/07/2013,129.32,135.37,128.25,134.62,9678900
30/07/2013,134.8,137.49,128.18,131.74,13127000
31/07/2013,132.57,134.975,131.45,134.28,6351700
01/08/2013,135,136.52,132.631,135.55,5323600
02/08/2013,134.59,138.25,133.61,138,6269900
05/08/2013,140.01,144.89,139.65,144.68,10200700
06/08/2013,144.75,145.73,141.1,142.15,9254500
07/08/2013,141.89,141.95,132.36,134.23,18212200
08/08/2013,154.355,158.88,150.46,153.48,27246800
09/08/2013,152.4,155.95,151.25,153,8927700
12/08/2013,149.43,150.5,142.05,147.38,14912200
13/08/2013,149.5,149.84,144.45,145.43,8748900
14/08/2013,142.72,144.8399,138.05,139.36,11693800
15/08/2013,136.4301,143.5999,135,139.67,10179200
16/08/2013,141.63,143.907,140.97,142,7108100
19/08/2013,143.4269,147.38,142.83,144.9,8037700
20/08/2013,148.65,149.78,147,149.58,6418200
21/08/2013,150,150.3091,146.25,147.86,6266300
22/08/2013,149.22,157.48,148.14,157.1,10592400
23/08/2013,157,162.3,155,161.839,12931900
26/08/2013,165.15,173,160.25,164.22,24171100
27/08/2013,162.3,168.8,160.9501,167.01,17566900
28/08/2013,169.06,171.5,163.25,166.45,14740100
29/08/2013,164.215,167.75,162.51,166.06,9436000
30/08/2013,166.37,169.21,163.96,169,11028400
03/09/2013,173.4,173.7,166.4,168.94,12061100
04/09/2013,169.77,171.62,165.56,170.622,11475700
05/09/2013,170.1,171.5,168.25,169.93,6685300
06/09/2013,168.57,169.7,165.15,166.97,8619700
09/09/2013,163.12,164.5,158.51,160.7,14344500
10/09/2013,161.45,167.5,160.63,166.37,8967800
11/09/2013,166.41,167.895,162.13,163.52,5832500
12/09/2013,164,166.76,160.51,164.93,6160000
13/09/2013,162.77,166.37,162.16,165.54,5401200
16/09/2013,168,170.85,165.85,166.58,7574900
17/09/2013,165.08,168.42,163.361,166.23,5496900
18/09/2013,167.07,167.45,164.2,166.218,5439700
19/09/2013,170.8,180.47,169.08,177.92,15594600
20/09/2013,178.9,185.83,178.56,183.39,13401700
23/09/2013,184.48,185.48,177.11,181.11,8173400
24/09/2013,179.1401,184.96,177.65,182.33,6273400
25/09/2013,183.56,186.3,180.5,185.238,8252700
26/09/2013,186.7,189.68,185.611,188.64,6614400
27/09/2013,187.52,191.28,186.43,190.9,5916400
30/09/2013,189,194.5,188,193.37,8924700
01/10/2013,193.96,194.23,188.37,193,7755900
02/10/2013,188.59,191.83,175.4,180.95,20775400
03/10/2013,175.045,179.69,168,173.31,23816500
04/10/2013,176.4,181.18,172.65,180.98,14414000
07/10/2013,182.46,186.73,180.26,183.07,11485600
08/10/2013,184.4,185.93,173.21,174.73,13757200
09/10/2013,174.73,174.99,161.5,168.78,15316500
10/10/2013,173.09,175.75,169.69,172.93,8883900
11/10/2013,172.75,179.288,171.2,178.7,8311100
14/10/2013,175,182.5,174.15,179.72,7769600
15/10/2013,185.28,188.789,183.18,183.94,10978500
16/10/2013,184.9,187.3,182.09,183.56,8205400
17/10/2013,183.54,184.8,180.99,182.802,6705000
18/10/2013,184.15,185.96,182.52,183.4,5930800
21/10/2013,183.28,183.39,171,172.6,11532100
22/10/2013,170.5,177.78,166.11,171.54,11386700
23/10/2013,168.91,171.81,160.15,164.5,13320400
24/10/2013,165,174.5,162.8255,173.15,10825700
25/10/2013,174.21,174.5,166.8,169.66,7595500
28/10/2013,170.18,170.5,162.2,162.86,7841700
29/10/2013,162.76,165.4458,153,164.47,14111700
30/10/2013,164.63,167.6799,158.17,159.22,8401800
31/10/2013,155.67,162.44,153.3,159.94,9333800
01/11/2013,163,165.9,160.41,162.17,7180600
04/11/2013,165,175.3899,164.22,175.2,13120400
05/11/2013,180,181.43,171.3601,176.81,22467100
06/11/2013,154.81,160.73,146.355,151.16,31071700
07/11/2013,144.19,145.65,137.62,139.772,22284700
08/11/2013,136.48,140.6,132.32,137.95,22477900
11/11/2013,141,145.42,137.1,144.698,13997600
12/11/2013,144.69,144.7,136.18,137.8,14985200
13/11/2013,140.84,142.37,136.3425,138.7,12658300
14/11/2013,138.92,140.4,134.111,137.6,12203700
15/11/2013,136.85,137.95,134.35,135.45,9900200
18/11/2013,135.27,135.45,119.61,121.58,23138200
19/11/2013,119.43,129,119.22,126.09,19816200
20/11/2013,126.08,127.45,119.06,121.11,13849600
21/11/2013,122.89,124.789,120.25,122.1,11903800
22/11/2013,121.58,122.75,117.93,121.38,11096700
25/11/2013,124.5,125.84,120.3,120.84,10267300
26/11/2013,119.38,122.72,116.1,120.5,13885500
27/11/2013,121.6,126.95,119.52,126.94,12367600
29/11/2013,129.77,130.59,126.98,127.28,9716200
02/12/2013,126.35,128.55,123.931,124.17,7751200
03/12/2013,132.68,144.94,131.59,144.7,25682400
04/12/2013,144.32,144.43,137.13,138.95,13147700
05/12/2013,140.15,143.35,139.5,140.48,9288400
06/12/2013,141.51,142.49,136.3,137.36,7909600
09/12/2013,137,141.7,134.21,141.6,9061500
10/12/2013,140.05,145.87,139.86,142.19,10748200
11/12/2013,141.88,143.05,139.49,139.65,7137800
12/12/2013,139.7,148.24,138.53,147.47,10767800
13/12/2013,148.05,151.8,147.32,147.654,10591900
16/12/2013,148.48,150.43,146.1,147.94,6675300
17/12/2013,147.58,154.63,146.3235,152.46,10495000
18/12/2013,152.24,154.9,145.95,147.98,11581900
19/12/2013,146.9,147,139.1,140.72,12740000
20/12/2013,141.58,144.35,141.58,143.24,7412600
23/12/2013,144.85,146.24,142.601,143.55,5385500
24/12/2013,150,154.97,149.82,151.41,9941500
26/12/2013,155.04,158,154.29,155.5,7129500
27/12/2013,155.3,155.4999,150.8,151.12,5460200
30/12/2013,151.12,154.81,150.75,152.44,4467500
31/12/2013,152.32,153.2,148.661,150.429,4262400
02/01/2014,149.8,152.4769,146.55,150.1,6188400
03/01/2014,150,152.19,148.601,149.56,4695000
06/01/2014,150,150.4,145.24,147,5361100
07/01/2014,147.62,150.4,145.25,149.36,5034100
08/01/2014,148.85,153.7,148.76,151.28,6163200
09/01/2014,152.5,153.43,146.85,147.53,5382000
10/01/2014,148.46,148.9,142.25,145.7199,7446100
13/01/2014,145.78,147,137.82,139.34,6316100
14/01/2014,140.5,162,136.671,161.27,27607000
15/01/2014,168.45,172.23,162.1,164.13,20465600
16/01/2014,162.5,172.7,162.4,170.97,11959400
17/01/2014,170.19,173.2,167.95,170.01,9206200
21/01/2014,171.24,177.29,170.81,176.68,9734700
22/01/2014,177.81,180.319,174.76,178.56,7022600
23/01/2014,177.23,182.38,173.42,181.5,7867400
24/01/2014,177.85,180.48,173.531,174.6,7664300
27/01/2014,175.16,177.92,164.71,169.62,8716400
28/01/2014,171.5,178.98,171,178.38,6093400
29/01/2014,175.3,179.09,173.131,175.23,5935500
30/01/2014,178,184.78,177.01,182.84,8565000
31/01/2014,178.85,186,178.5146,181.41,6508800
03/02/2014,182.89,184.8797,175.16,177.11,6764900
04/02/2014,180.7,181.6,176.2,178.73,4686300
05/02/2014,178.3,180.59,169.36,174.42,7268000
06/02/2014,176.3,180.11,176,178.38,5841600
07/02/2014,181.01,186.63,179.6,186.53,8928500
10/02/2014,189.34,199.3,189.32,196.56,12970700
11/02/2014,199.19,202.2,192.7,196.62,10709900
12/02/2014,195.78,198.269,194.32,195.32,5173700
13/02/2014,193.34,202.72,193.25,199.63,8029300
14/02/2014,198.1,201.88,197,198.23,6158000
18/02/2014,205.244,206,201.3601,203.7,9332800
19/02/2014,203.7,203.7,193.41,193.64,16169000
20/02/2014,215.01,215.21,206.27,209.97,18002300
21/02/2014,211.64,213.98,209.19,209.6,7818800
24/02/2014,208.7599,218.36,208.32,217.65,8278400
25/02/2014,230,259.2,228.45,248,32681700
26/02/2014,258.58,265,247.5,253,24604600
27/02/2014,261.25,261.9,248.33,252.54,17945800
28/02/2014,249.65,252.68,242.55,244.81,14589800
03/03/2014,237.26,251.65,234.99,250.56,13089300
04/03/2014,258.48,260,252.83,254.84,8745600
05/03/2014,256.72,256.99,251.8,252.66,5935700
06/03/2014,254.14,257.5,249.45,252.94,7361100
07/03/2014,252.94,254.85,244.41,246.21,7812300
10/03/2014,242.7,243,236.06,238.84,7728100
11/03/2014,236.5,244.6,232.4262,234.41,8810100
12/03/2014,231.5,247.5,231.11,241.49,9754400
13/03/2014,243.79,244.19,234,237.79,6236300
14/03/2014,235.29,236.9365,228.32,230.97,8289700
17/03/2014,234.95,237.93,230.5,233.98,5912600
18/03/2014,236.95,241.5,235.02,240.04,6242300
19/03/2014,241.39,241.55,233.51,235.84,5071300
20/03/2014,236.16,239.25,233.36,234.91,3817900
21/03/2014,236.02,236.2,227.5,228.89,8216900
24/03/2014,229.75,229.9,210.27,220.17,11328800
25/03/2014,224.14,227.05,217.9,220.44,7865400
26/03/2014,221.95,222.6,211.3501,212.96,6907300
27/03/2014,212.37,213.6,203,207.32,9495700
28/03/2014,212.8,216.72,210.27,212.37,9684800
31/03/2014,216.5,216.75,206.39,208.45,8380000
01/04/2014,209.02,218.16,208.58,216.97,7371400
02/04/2014,220,230.89,218.05,230.29,10782300
03/04/2014,230.3,235.73,222,225.4,10923700
04/04/2014,226.01,228.27,211.25,212.225,11345600
07/04/2014,205.81,216.2,203.51,207.52,9855500
08/04/2014,210.05,216.4899,206.42,215.46,6889300
09/04/2014,216.76,218.45,210.89,216.93,5157900
10/04/2014,216.82,217.5,203.7901,204.19,7211500
11/04/2014,200.61,207,198.6,203.78,9067200
14/04/2014,207.6,208.44,194.41,198.09,7703000
15/04/2014,199.09,199.29,184.32,193.91,13659300
16/04/2014,197,199.99,190.82,199.11,7202200
17/04/2014,199.61,202.29,194.08,198.12,5926800
21/04/2014,197.08,206.2,194,204.38,5258200
22/04/2014,206.36,219.33,205.01,218.64,9804700
23/04/2014,216.33,216.74,207,207.99,7295600
24/04/2014,210.81,212.8,203.2,207.86,5495200
25/04/2014,202,206.7,197.65,199.85,6996700
28/04/2014,200,203.7899,190.5,198.51,7042000
29/04/2014,198.21,207.149,195.5301,206.92,5779100
30/04/2014,203.6,208.16,201.28,207.89,4440600
01/05/2014,207.08,214.02,205.69,207.73,5439900
02/05/2014,208.6,211.36,206.52,210.91,4086800
05/05/2014,209.48,217.69,208.52,216.61,5147000
06/05/2014,216.6,218.6596,206.85,207.28,5636700
07/05/2014,209.64,210.2,197.25,201.35,10179300
08/05/2014,182,194.4,178,178.59,20056600
09/05/2014,179.86,183.4,177.22,182.26,8495200
12/05/2014,183.87,187.19,179.88,184.67,7002300
13/05/2014,183.76,191.34,183,190.16,7097200
14/05/2014,188.95,193.48,187.1,190.62,5406700
15/05/2014,189.98,192.6599,185.3,188.59,6040400
16/05/2014,188.95,192.04,187.72,191.56,4487700
19/05/2014,190.72,196.89,190,196.09,4571700
20/05/2014,196.94,199.33,193.0701,195.3,5546100
21/05/2014,196.18,199.87,194.79,199.45,5285400
22/05/2014,200.35,206.88,199.5604,204.88,6214500
23/05/2014,204.53,207.76,202.5,207.3,4006800
27/05/2014,208.52,213.87,207.7,211.56,5341100
28/05/2014,210.02,212.77,205.26,210.24,5495100
29/05/2014,210.57,212.49,207.72,210.24,3692500
30/05/2014,210.3,214.8,207.02,207.77,5581100
02/06/2014,207.33,209.35,201.67,204.7,4655100
03/06/2014,203.49,208,202.59,204.94,3860800
04/06/2014,204.35,206.26,200.396,203.99,3427400
05/06/2014,204.47,209.2,204.05,206.9,4054600
06/06/2014,209.75,210.81,207.18,208.171,3073800
09/06/2014,207.95,209.99,204.2,205.31,2805700
10/06/2014,204.43,206.97,201.55,202.3,3514700
11/06/2014,201.5,205,199.251,204.47,3977500
12/06/2014,205.1,209.88,202.71,203.52,5993700
13/06/2014,204.78,206.79,201.584,206.42,3544300
16/06/2014,206.76,225.49,206.26,224.61,13193100
17/06/2014,224.11,235.54,222.85,231.67,13246700
18/06/2014,231.5,231.71,226.12,227.12,6940200
19/06/2014,228.88,235.31,227,227.79,8793100
20/06/2014,228.52,231.29,226.2,229.59,4903900
23/06/2014,229.51,238.99,228.22,237.22,7791100
24/06/2014,238.97,241.88,231.6278,232.5,8075900
25/06/2014,233.05,237.55,230.24,236.891,5801600
26/06/2014,237.17,240.4,234.211,235.6,5121400
27/06/2014,234.69,240,234.5001,239.06,5635000
30/06/2014,239.55,244.49,239,240.06,4828600
01/07/2014,242.46,243.44,238.7,239.72,4336100
02/07/2014,240.66,242.33,227.07,229.425,8027400
03/07/2014,231.29,231.8984,224,229.25,5166700
07/07/2014,227.5,229.78,220.4,222.66,5893700
08/07/2014,218.65,220.96,214.27,219.07,7836200
09/07/2014,221.27,224.22,219.21,223.06,4115400
10/07/2014,217.18,222.22,216.04,219.46,4863900
11/07/2014,220.61,221.6,217.6,218.13,3302300
14/07/2014,219.99,228.79,215.4502,226.7,7203200
15/07/2014,226.73,227.65,218.1,219.58,5718500
16/07/2014,221.82,224.8,216.82,217.16,4044500
17/07/2014,216.16,220.55,213.6,215.4,4649400
18/07/2014,215.95,221.21,215.93,220.0201,4253700
21/07/2014,217.25,223.21,216.72,220.54,3822200
22/07/2014,222.19,223.3,219.1113,219.58,2730000
23/07/2014,220.01,224.75,219.43,222.49,3083300
24/07/2014,223.25,225.1,220.8,223.54,3245500
25/07/2014,222.72,226.97,221.75,223.57,3087100
28/07/2014,224.25,232,221.402,224.82,6514300
29/07/2014,226.61,228.3,224.86,225.01,3382400
30/07/2014,221.92,229.6,221.04,228.92,4917600
31/07/2014,229.26,231.4,221.5,223.3,7678300
01/08/2014,226.09,237.5,226,233.27,11895800
04/08/2014,234.38,240.5,233.27,238.52,5959700
05/08/2014,237.47,242.99,235.69,238.49,5371300
06/08/2014,238.9,251.42,238.58,248.9301,9235500
07/08/2014,250.12,256.688,249.12,252.39,7464700
08/08/2014,251.16,251.76,246.5,248.13,5090100
11/08/2014,255.48,263.74,255,259.32,8072500
12/08/2014,258.08,260.3,254.5801,259.96,6382300
13/08/2014,262.01,265.64,259.61,260.31,6919000
14/08/2014,262.49,263,258.54,261.38,4122800
15/08/2014,261.48,262.09,258.5,262.01,3857500
18/08/2014,263.25,267.26,259.75,259.94,5836800
19/08/2014,258.87,259.33,251.62,256.76,5334800
20/08/2014,254.67,258.74,253,255.71,3015500
21/08/2014,256.52,258.8,253.26,254.34,2915600
22/08/2014,254.54,256.9499,252.61,256.78,2833400
25/08/2014,258.19,263.68,258.19,262.55,4308000
26/08/2014,264.98,265.5,261.66,261.74,3818000
27/08/2014,263.5,264.24,260.29,263.25,2985100
28/08/2014,261.89,264.48,261.64,263.86,2844900
29/08/2014,268.7,272,267.51,269.7,6447100
02/09/2014,275.5,284.89,274.3,284.12,9804100
03/09/2014,287.67,288,280.1,281.19,6772300
04/09/2014,284.01,291.42,280.4,286.04,8315700
05/09/2014,282.55,282.9,272.51,277.39,11169900
08/09/2014,277.62,284.88,277.5227,282.11,5501600
09/09/2014,282.99,285.49,277,278.48,4558800
10/09/2014,279.5,281.41,273.66,281.1,3781300
11/09/2014,280.46,284.79,278.63,280.31,3766100
12/09/2014,280.5,282.39,277,279.2,3324600
15/09/2014,274.37,274.4,249.13,253.86,16455400
16/09/2014,255.15,262.46,252.42,260.74,8300100
17/09/2014,262.41,264.7,259.5,261.38,5177700
18/09/2014,263.36,265.6,262.32,263.82,3692600
19/09/2014,257.99,261.43,255.27,259.32,6810900
22/09/2014,255,256.02,244.71,250.03,8214100
23/09/2014,245.22,253.8,245,250.41,5658700
24/09/2014,251.12,252.84,247.04,252.14,3739005
25/09/2014,252.52,254.96,246.1,246.95,4828483
26/09/2014,248.25,249.73,246.07,246.6,3798841
29/09/2014,244,248.64,241.38,245.26,4854687
30/09/2014,246.92,247.65,240.1249,242.68,4248127
01/10/2014,242.2,242.66,235.65,240.24,5946510
02/10/2014,250.2,252.79,245.36,251.42,9002001
03/10/2014,253.06,256.5,251.033,255.21,5408665
06/10/2014,259.13,262.49,257.8,260.62,7719055
07/10/2014,258.53,261.46,255.73,259.57,4491569
08/10/2014,260.1,262.88,252.64,259.28,5062615
09/10/2014,262.25,265.54,254.4,257.01,7361316
10/10/2014,244.64,245.89,235.2,236.91,12898275
13/10/2014,238.57,238.9628,221,224.59,11276552
14/10/2014,228.25,232.47,223,227.06,7112339
15/10/2014,220,230.99,217.32,229.7,9151648
16/10/2014,219.72,229.92,219.1,226.35,5404565
17/10/2014,233.38,234.77,226.55,227.48,10551850
20/10/2014,226.72,232.4,225.51,230.47,3499686
21/10/2014,234.27,235.39,230.8,235.34,4130345
22/10/2014,233.19,237.39,230.56,231.1,4123397
23/10/2014,234.655,236.28,232,235.29,3499882
24/10/2014,236.27,237.8,231.2,235.24,3466927
27/10/2014,234.25,234.61,220.31,221.67,9553348
28/10/2014,229.6,244.6,228.25,242.77,10516297
29/10/2014,241.13,241.5,235.64,238.1,4967640
30/10/2014,238.14,240.5,235.06,238.66,3228371
31/10/2014,242.51,243.12,238.75,241.7,3775327
03/11/2014,243,247.56,241.32,242.59,4207268
04/11/2014,240.49,242.35,236.53,238.93,3682572
05/11/2014,241,241.36,230.53,230.97,9045925
06/11/2014,234.49,246.69,228.5,241.22,15354717
07/11/2014,242.19,242.8399,237.2,240.2,5161023
10/11/2014,239.11,242.88,236.8,241.93,4577208
11/11/2014,242.55,251.82,242,251.08,7952565
12/11/2014,249.72,252.34,245.58,249.1,5870818
13/11/2014,250.62,255.75,250.25,251.7,6236036
14/11/2014,250,258.85,248.5,258.68,6101145
17/11/2014,257.49,259,252.02,253.98,4025695
18/11/2014,255.86,259.99,255.51,257.7,4474294
19/11/2014,250.61,251.88,245.6,247.74,7918486
20/11/2014,247.95,250.93,246,248.71,3587220
21/11/2014,252.21,252.78,242.17,242.78,7485059
24/11/2014,245.2,247.6,240.64,246.72,4789708
25/11/2014,247.35,249.72,246.0905,248.09,3159804
26/11/2014,248.34,249,246.6003,248.44,1981819
28/11/2014,245.35,246.6899,242.52,244.52,2119688
01/12/2014,241.16,242.47,229.01,231.64,8619351
02/12/2014,234.57,234.88,228,231.43,5887046
03/12/2014,226.25,229.72,225.5,229.3,5307733
04/12/2014,228.6,230.9,227.81,228.28,3879208
05/12/2014,228.67,229.389,222.26,223.71,6063619
08/12/2014,221.54,224.86,212.34,214.36,9225619
09/12/2014,209.34,217.7294,204.27,216.89,9431502
10/12/2014,214.13,216.77,207.7,209.84,7314139
11/12/2014,210.53,215.43,208.23,208.88,6694398
12/12/2014,204.82,211.68,204.5,207,7173782
15/12/2014,209.29,209.8,202.67,204.04,5218252
16/12/2014,200.89,203.68,195.37,197.81,8426105
17/12/2014,193.06,206.65,192.65,205.82,7367834
18/12/2014,212.38,218.44,211.8,218.26,7483349
19/12/2014,220.19,220.4,214.5,219.29,6910461
22/12/2014,220,224.06,218.26,222.6,4806917
23/12/2014,223.81,224.315,219.5242,220.97,4513321
24/12/2014,219.77,222.5,219.25,222.26,1333518
26/12/2014,221.51,228.5,221.5,227.82,3327016
29/12/2014,226.9,227.91,224.02,225.71,2811828
30/12/2014,223.99,225.654,221.4,222.23,2903242
31/12/2014,223.09,225.68,222.25,222.41,2402097
02/01/2015,222.87,223.25,213.26,219.31,4764443
05/01/2015,214.55,216.5,207.1626,210.09,5368477
06/01/2015,210.06,214.2,204.21,211.28,6261936
07/01/2015,213.35,214.78,209.78,210.95,2968390
08/01/2015,212.81,213.7999,210.01,210.615,3442509
09/01/2015,208.92,209.98,204.96,206.66,4580722
12/01/2015,203.05,204.47,199.25,202.21,5950280
13/01/2015,203.32,207.61,200.911,204.25,4477320
14/01/2015,185.83,195.2,185,192.69,11551855
15/01/2015,194.49,195.7499,190,191.87,5216524
16/01/2015,190.7,194.49,189.65,193.07,3603158
20/01/2015,193.87,194.1199,187.04,191.93,4503182
21/01/2015,189.55,198.68,189.51,196.57,4153043
22/01/2015,197,203.24,195.2,201.62,4116905
23/01/2015,200.29,203.5,198.33,201.29,3442371
26/01/2015,201.83,208.62,201.05,206.55,3234522
27/01/2015,204.42,208.03,203.3,205.98,2781024
28/01/2015,206.11,206.368,198.42,199.37,3149606
29/01/2015,201.07,205.98,196.5,205.2,3548106
30/01/2015,203.96,207.47,203,203.6,3006959
02/02/2015,203.97,211.9499,203.3,210.94,4149186
03/02/2015,213.22,220.37,211.27,218.36,4826244
04/02/2015,218.29,221.479,216.8,218.55,3305377
05/02/2015,219.88,225.48,219.638,220.99,3522947
06/02/2015,222,223.4,216.5001,217.36,3243931
09/02/2015,215.38,217.93,211.99,217.48,3472423
10/02/2015,217.55,220.5,215,216.29,5390542
11/02/2015,212.21,214.74,207.28,212.8,9769102
12/02/2015,193.57,203.0882,193.28,202.88,15649607
13/02/2015,202.9,205.99,200.91,203.77,6191003
17/02/2015,205.7,205.7,201.5,204.35,3979647
18/02/2015,204.17,206.17,202.6,204.46,2713598
19/02/2015,205,212.44,203.75,211.705,5154148
20/02/2015,210.78,217.6,209.81,217.11,5982089
23/02/2015,215.66,218.2,206.33,207.335,8499775
24/02/2015,207.29,207.29,201.7,204.11,6603560
25/02/2015,204.94,207.14,202.58,203.76,3909520
26/02/2015,204,211.09,202.22,207.19,6472855
27/02/2015,206.9,208.55,202.8,203.34,3882084
02/03/2015,202.7,203.34,195.825,197.325,7922065
03/03/2015,196.81,200.2435,195.32,199.56,4432329
04/03/2015,199.25,202.52,197.21,202.435,4221962
05/03/2015,202.85,206.19,200.15,200.63,4877015
06/03/2015,199.21,200.75,192.151,193.88,6712438
09/03/2015,194.39,194.49,188.25,190.88,6736724
10/03/2015,188.46,193.5,187.6,190.32,5579691
11/03/2015,191.15,196.18,191.01,193.74,4974871
12/03/2015,193.75,194.45,189.75,191.07,4149294
13/03/2015,188.95,191.75,187.32,188.68,5434298
16/03/2015,192,195.91,189.8,195.7,5628783
17/03/2015,195.43,198.71,193.94,194.73,4894052
18/03/2015,194.96,200.88,193.11,200.71,4820936
19/03/2015,202,204.59,194.53,195.65,8475244
20/03/2015,197.45,198.99,195.621,198.08,4269467
23/03/2015,198.5,200.5,197.47,199.63,2631626
24/03/2015,201.58,203.79,199.75,201.72,3649860
25/03/2015,198.27,198.59,192.7,194.3,5730389
26/03/2015,193.92,194.79,189.7,190.405,4127956
27/03/2015,189.07,189.2899,181.4,185,8604947
30/03/2015,185.85,192.25,181.8,190.57,10089516
31/03/2015,193.53,193.76,188.41,188.77,5026569
01/04/2015,188.7,192.3,186.05,187.59,3794621
02/04/2015,190.23,193.23,190,191,5010368
06/04/2015,198,207.75,197.5,203.1,12455811
07/04/2015,202.51,205.06,201.14,203.25,4347864
08/04/2015,208.2,210.9,205.87,207.67,6303117
09/04/2015,208.43,210.37,206.12,210.09,3800225
10/04/2015,209.85,211.65,209,210.9,4067676
13/04/2015,210.435,213,209.05,209.78,3758230
14/04/2015,208.57,209.49,205.5,207.46,3025963
15/04/2015,207.46,209.59,206.6,207.83,1952378
16/04/2015,207.7,209.17,206.29,206.7,1659059
17/04/2015,204.99,206.88,203.5,206.79,2469926
20/04/2015,206.78,207.85,203.85,205.27,2559251
21/04/2015,205.8,210.75,204.31,209.41,3432541
22/04/2015,212.5,221.88,211.69,219.44,7863037
23/04/2015,218.27,221.48,217.1501,218.6,4411184
24/04/2015,220.5,220.8,218.01,218.425,2427843
27/04/2015,222.56,238.75,222,231.55,11672627
28/04/2015,234.75,235.5,228.03,230.48,6085379
29/04/2015,230.05,234.97,227.63,232.45,3936077
30/04/2015,230.39,232.89,225.17,226.05,3911857
01/05/2015,229.94,231.77,220.405,226.03,5281689
04/05/2015,228.18,234.73,227.11,230.51,4434596
05/05/2015,237.76,239.5,229.13,232.95,5796873
06/05/2015,234.1,234.47,228.2,230.43,5270933
07/05/2015,221,237.48,220.25,236.8,9455909
08/05/2015,235.99,238.4099,233.7,236.61,4668236
11/05/2015,236.29,242.88,235.31,239.49,5672262
12/05/2015,240.11,246.35,238.19,244.74,6363429
13/05/2015,247.61,248.3,242.25,243.18,5440165
14/05/2015,244.82,244.89,241.25,244.1,2895936
15/05/2015,243.93,249.4,242.5,248.84,4527563
18/05/2015,247,249.9,246,248.75,3353212
19/05/2015,248.43,251,246.15,247.14,3674231
20/05/2015,247.13,247.74,241.3721,244.35,3755569
21/05/2015,243.03,246.62,242.3574,245.62,1970643
22/05/2015,245.38,248.6,245.01,247.73,2223089
26/05/2015,247.68,252,246.5,247.455,3498682
27/05/2015,248.51,249.5,245.55,247.43,3408200
28/05/2015,247.03,251.8,245.05,251.45,3647283
29/05/2015,251,252.8677,249.43,250.8,3789283
01/06/2015,251.41,251.6,247.47,249.45,2505057
02/06/2015,248.92,249.4,246.3,248.35,2134809
03/06/2015,248.2,250.72,247.01,248.99,1781505
04/06/2015,247.5,249.3,245.71,245.92,2453615
05/06/2015,246,249.7,245.68,249.14,3022026
08/06/2015,250.85,258.75,250.31,256.29,5016997
09/06/2015,255.4,257.74,254.14,256,2611146
10/06/2015,251.9,254,248.5,250.7,3454453
11/06/2015,253.26,254.37,250.43,251.41,2044058
12/06/2015,250.21,253.46,250.21,250.69,1422335
15/06/2015,249.7,251.28,246.01,250.38,2186175
16/06/2015,250.13,253.44,249.095,253.12,1984678
17/06/2015,252.17,264.36,252.02,260.41,5512920
18/06/2015,262,263.46,260.02,261.89,2782703
19/06/2015,262.4,263.8,260.1,262.51,2463013
22/06/2015,262.15,264.4,255.69,259.79,4561079
23/06/2015,260.32,268,258.57,267.67,3870818
24/06/2015,266.98,267.35,263.72,265.17,2412293
25/06/2015,266.45,271.41,265.25,268.79,2849204
26/06/2015,268.89,269.11,266,267.09,3838434
29/06/2015,261.95,265.95,260.7,262.02,3478909
30/06/2015,264.8,270.92,264,268.26,3086935
01/07/2015,271.11,272.62,267.8503,269.15,2101224
02/07/2015,280.195,282.45,273.31,280.02,7163930
06/07/2015,278.88,281.69,276.3,279.72,4121933
07/07/2015,275,275.2,260.77,267.88,6105126
08/07/2015,259.32,260.8,254.31,254.96,6221077
09/07/2015,259.08,262.95,256.79,257.92,3334077
10/07/2015,262.22,263,257.82,259.15,2610858
13/07/2015,262.25,262.55,256.05,262.16,2960319
14/07/2015,262.1,265.9899,260.51,265.65,1907641
15/07/2015,266.74,267.49,262.08,263.14,2021621
16/07/2015,264.22,267.2,263.16,266.68,1615961
17/07/2015,272.5,275.54,268.25,274.66,5004099
20/07/2015,275,286.65,272.54,282.26,4978454
21/07/2015,270.05,273.5,266.55,266.77,6108686
22/07/2015,261.27,269.44,260.86,267.87,3104960
23/07/2015,269.65,269.9,265.27,267.2,2227239
24/07/2015,267.38,271.09,263.92,265.41,2836498
27/07/2015,262.43,264.4321,250.79,253.01,4694192
28/07/2015,255.75,265.4,251.8373,264.82,3895808
29/07/2015,264.27,267.89,262,263.82,2790095
30/07/2015,262.69,266.94,262.11,266.79,2034560
31/07/2015,267.6,269.3599,265.123,266.15,2222552
